post_id	insight	agency
F09067	2.68817e-02	1.07527e-02
F09228	7.63359e-03	4.58015e-02
F09292	2.71817e-02	2.00286e-02
F092C3	7.09220e-03	1.41844e-02
F09309	1.37363e-02	2.06044e-02
F0932D	1.25313e-02	2.25564e-02
F09360	2.35294e-02	1.17647e-02
F093F9	2.82686e-02	2.12014e-02
F09424	1.13636e-02	8.52273e-02
F094CF	2.83505e-02	2.06186e-02
F09668	4.11985e-02	2.62172e-02
F096BE	4.23814e-02	4.23814e-02
F09738	0.00000e+00	0.00000e+00
F09752	2.28311e-02	1.82648e-02
F09781	3.48259e-02	2.48756e-02
F098ED	4.93274e-02	2.69058e-02
F099ED	4.66321e-02	3.36788e-02
F09A20	2.55034e-02	2.14765e-02
F09B1A	2.05714e-02	2.17143e-02
F09BC4	2.37226e-02	3.10219e-02
F09C1B	1.22324e-02	1.22324e-02
F09CF5	8.69565e-03	1.30435e-02
F09D91	1.81518e-02	1.65017e-02
F09DF1	1.67131e-02	2.50696e-02
F09FE2	2.29008e-02	0.00000e+00
F09FE3	4.95050e-02	9.90099e-03
F0A008	4.18118e-02	5.92334e-02
F0A052	1.89573e-02	1.89573e-02
F0A0E4	2.30906e-02	4.26288e-02
F0A168	4.37500e-02	2.50000e-02
F0A1F2	0.00000e+00	6.55738e-02
F0A211	2.26244e-02	1.80995e-02
F0A257	1.60550e-02	1.14679e-02
F0A365	1.53846e-02	2.30769e-02
F0A460	1.61290e-02	1.34409e-02
F0A4B9	1.55039e-02	3.48837e-02
F0A550	0.00000e+00	1.27660e-02
F0A5B8	2.39852e-02	3.69004e-02
F0A5CF	1.87793e-02	9.38967e-03
F0A5D5	7.24638e-03	0.00000e+00
F0A662	3.23077e-02	2.00000e-02
F0A710	2.27790e-02	2.50569e-02
F0A76F	2.78087e-02	3.55951e-02
F0A78B	3.29670e-02	4.39560e-02
F0A807	3.93162e-02	3.58974e-02
F0A8F6	1.95531e-02	4.74860e-02
F0A8FA	2.83688e-02	2.83688e-02
F0A900	1.88679e-02	2.83019e-02
F0A905	4.93827e-02	6.17284e-03
F0A972	1.75439e-02	4.38596e-02
F0A9F0	1.44928e-02	7.24638e-03
F0AA0E	2.98211e-02	2.98211e-02
F0AA2E	4.16667e-02	6.94444e-02
F0AA83	0.00000e+00	0.00000e+00
F0AAE0	1.47059e-02	0.00000e+00
F0AB8F	1.80723e-02	1.50602e-02
F0AC17	4.59184e-02	9.43878e-02
F0AC20	3.06122e-02	2.04082e-02
F0AD37	1.77690e-02	1.57947e-02
F0AD6A	2.78746e-02	1.39373e-02
F0ADD1	1.04987e-02	1.83727e-02
F0AF2D	2.27273e-02	2.27273e-02
F0B04D	1.36986e-02	6.84932e-03
F0B0FA	9.80392e-03	3.92157e-02
F0B194	2.56410e-02	3.07692e-02
F0B1B2	3.38983e-02	3.38983e-02
F0B208	2.72727e-02	2.72727e-02
F0B296	8.13008e-03	4.06504e-02
F0B310	3.62694e-02	3.10881e-02
F0B31F	4.96454e-02	4.25532e-02
F0B342	1.42180e-02	1.42180e-02
F0B3AA	2.58824e-02	3.64706e-02
F0B3D1	4.80000e-02	2.40000e-02
F0B425	2.73973e-02	2.73973e-02
F0B54C	2.75591e-02	2.36220e-02
F0B55A	2.52525e-02	1.51515e-02
F0B594	2.06186e-02	1.64948e-02
F0B5AE	2.08333e-02	3.59848e-02
F0B61A	1.76871e-02	3.94558e-02
F0B658	1.96078e-02	1.30719e-02
F0B684	4.20673e-02	3.00481e-02
F0B6ED	3.03030e-02	3.78788e-02
F0B704	0.00000e+00	1.08696e-02
F0B746	3.19489e-02	3.51438e-02
F0B758	9.25926e-03	2.77778e-02
F0B889	2.18579e-02	1.63934e-02
F0B942	2.35988e-02	2.65487e-02
F0B996	6.53595e-03	3.26797e-02
F0B9A3	5.08475e-02	4.23729e-02
F0B9B2	1.46520e-02	3.54090e-02
F0BA0D	1.20120e-02	3.30330e-02
F0BB17	2.93820e-02	3.74873e-02
F0BB18	1.41509e-02	1.88679e-02
F0BBD6	1.26743e-02	3.92902e-02
F0BC25	2.63692e-02	3.04260e-02
F0BCD1	0.00000e+00	4.76190e-03
F0BCD8	3.73444e-02	4.14938e-02
F0BD47	2.40964e-02	4.09639e-02
F0BD50	2.30415e-02	3.68664e-02
F0BED0	1.35747e-02	1.35747e-02
F0BF3E	2.13675e-02	3.84615e-02
F0BFBE	2.87081e-02	3.66826e-02
F0C0B1	1.54004e-02	2.25873e-02
F0C11D	2.15827e-02	2.51799e-02
F0C14A	2.70270e-02	0.00000e+00
F0C20B	4.59184e-02	3.06122e-02
F0C23A	1.35823e-02	2.03735e-02
F0C27C	1.83486e-02	3.44037e-02
F0C37E	1.88679e-02	2.69542e-02
F0C3A7	9.61538e-03	9.61538e-03
F0C4CD	1.92308e-02	0.00000e+00
F0C4E8	2.10526e-02	4.47368e-02
F0C58D	4.00000e-02	1.33333e-02
F0C5A5	2.28311e-02	1.82648e-02
F0C63B	7.97872e-03	1.86170e-02
F0C755	2.43902e-02	1.31332e-02
F0C843	0.00000e+00	0.00000e+00
F0C8A5	1.65913e-02	3.16742e-02
F0C8D0	1.15473e-02	2.07852e-02
F0C8FA	0.00000e+00	1.49254e-02
F0C9E1	3.07018e-02	1.75439e-02
F0C9F0	2.65487e-02	2.94985e-02
F0CAD8	1.53846e-02	1.75824e-02
F0CCC1	3.36700e-02	3.03030e-02
F0CDA5	1.13636e-02	1.70455e-02
F0CDAF	1.38889e-02	6.94444e-02
F0CE0F	2.23881e-02	1.74129e-02
F0CE42	2.50000e-02	2.50000e-02
F0CEAD	2.00803e-02	1.60643e-02
F0D105	1.75000e-02	2.50000e-02
F0D1F5	3.15091e-02	1.82421e-02
F0D24D	2.52101e-02	4.62185e-02
F0D294	1.81818e-02	6.36364e-02
F0D2A2	1.87166e-02	5.34759e-03
F0D2B3	0.00000e+00	4.08163e-02
F0D2E6	1.13208e-02	1.13208e-02
F0D31D	1.63551e-02	1.63551e-02
F0D39A	2.86123e-02	3.86266e-02
F0D3C4	2.29008e-02	1.14504e-02
F0D3EB	0.00000e+00	1.48515e-02
F0D3F5	4.42478e-03	1.32743e-02
F0D436	0.00000e+00	3.92157e-02
F0D50E	5.71924e-02	7.79896e-02
F0D5AD	2.99786e-02	5.35332e-02
F0D5FB	8.79765e-03	5.86510e-03
F0D61C	7.04225e-03	4.22535e-02
F0D795	1.99005e-02	3.48259e-02
F0D7A4	1.90840e-02	1.90840e-02
F0D7AF	1.50273e-02	2.73224e-02
F0D7C6	1.36054e-02	1.36054e-02
F0D7D2	5.82960e-02	4.03587e-02
F0D7DA	5.26316e-03	0.00000e+00
F0D7F5	2.56410e-02	2.96896e-02
F0D821	1.43737e-02	3.69610e-02
F0D84A	1.56250e-02	2.43056e-02
F0D8E0	1.15830e-02	3.08880e-02
F0D949	3.18471e-02	2.22930e-02
F0D957	3.75000e-02	3.12500e-02
F0D965	4.41176e-02	6.61765e-02
F0D9FC	2.40084e-02	2.29645e-02
F0DA01	5.29412e-02	3.52941e-02
F0DAAE	4.11523e-02	2.05761e-02
F0DAB7	2.97619e-02	3.57143e-02
F0DAFC	5.58659e-03	1.11732e-02
F0DB28	1.27389e-02	9.55414e-03
F0DCFF	2.43902e-02	4.87805e-02
F0DE0B	2.71318e-02	3.87597e-02
F0DE11	2.73973e-02	0.00000e+00
F0DE5B	1.55709e-02	1.73010e-02
F0DF0D	1.42857e-02	1.42857e-02
F0DFDD	2.00573e-02	4.29799e-02
F0DFF5	3.93519e-02	3.47222e-02
F0E004	2.46154e-02	6.15385e-03
F0E067	3.31126e-02	2.42826e-02
F0E107	4.21053e-02	1.05263e-02
F0E1C3	2.35849e-02	1.41509e-02
F0E1FD	2.32829e-02	2.09546e-02
F0E26E	1.73410e-02	2.89017e-02
F0E273	1.11643e-02	4.14673e-02
F0E2FA	2.46305e-02	3.94089e-02
F0E344	1.10159e-02	2.44798e-02
F0E3B9	1.12360e-02	2.24719e-02
F0E494	1.34907e-02	2.52951e-02
F0E552	3.89610e-02	5.19481e-02
F0E583	1.04167e-02	1.04167e-02
F0E5B3	0.00000e+00	1.78571e-02
F0E5C7	1.25000e-02	7.50000e-02
F0E700	2.02020e-02	1.01010e-02
F0E705	2.70270e-02	2.70270e-02
F0E75B	8.30737e-03	2.80374e-02
F0E780	2.72374e-02	3.89105e-03
F0E852	2.71605e-02	9.87654e-03
F0E858	1.52284e-02	1.52284e-02
F0E8F2	2.45041e-02	2.80047e-02
F0E92A	7.72201e-03	2.70270e-02
F0E933	2.24404e-02	5.18934e-02
F0E98F	2.48869e-02	1.13122e-02
F0E99A	3.66972e-02	2.44648e-02
F0E9AD	1.68067e-02	4.62185e-02
F0E9D8	7.69231e-02	5.76923e-02
F0E9FB	2.39234e-02	3.58852e-02
F0EBE1	3.31429e-02	3.08571e-02
F0EC2F	1.80180e-02	9.00901e-03
F0ECB6	8.26446e-03	1.65289e-02
F0ECE8	1.21212e-02	2.42424e-02
F0EE27	2.12766e-02	3.82979e-02
F0EE2C	9.24974e-03	1.64440e-02
F0EEC7	2.18254e-02	3.57143e-02
F0F047	4.47154e-02	3.04878e-02
F0F058	7.57576e-03	1.51515e-02
F0F0EA	3.72671e-02	3.72671e-02
F0F0FB	3.62694e-02	3.62694e-02
F0F106	0.00000e+00	0.00000e+00
F0F16D	2.42718e-02	2.42718e-02
F0F1BE	5.61798e-02	2.24719e-02
F0F26A	2.33196e-02	1.50892e-02
F0F2A2	2.88557e-02	3.18408e-02
F0F2AA	9.04977e-03	9.04977e-03
F0F2BE	6.89655e-02	6.89655e-02
F0F2CA	0.00000e+00	9.25926e-03
F0F2F4	3.06748e-02	1.84049e-02
F0F318	1.44509e-02	1.15607e-02
F0F436	2.14646e-02	3.40909e-02
F0F4DD	3.14136e-02	2.09424e-02
F0F620	1.87793e-02	2.34742e-02
F0F637	3.08789e-02	2.85036e-02
F0F63C	3.19149e-02	3.19149e-02
F0F6F3	3.00000e-02	5.00000e-02
F0F732	3.05981e-02	4.58971e-02
F0F7A3	2.06897e-02	2.58621e-02
F0F7AC	1.42857e-02	1.71429e-02
F0F7FB	1.90616e-02	1.17302e-02
F0F8A1	4.16667e-02	1.92308e-02
F0F91F	1.53417e-02	1.67364e-02
F0F9EA	3.40426e-02	2.12766e-02
F0FA05	5.98802e-03	0.00000e+00
F0FA13	2.94737e-02	1.47368e-02
F0FA37	4.10959e-02	4.56621e-02
F0FA5C	2.20820e-02	2.36593e-02
F0FA7D	2.53165e-02	2.89331e-02
F0FAE8	4.11765e-02	1.96078e-02
F0FB4F	1.66205e-02	1.93906e-02
F0FBA0	2.88462e-02	2.88462e-02
F0FBA9	2.42718e-02	1.94175e-02
F0FBCD	3.71179e-02	3.05677e-02
F0FC11	4.34783e-02	3.26087e-02
F0FCA7	6.49351e-03	3.24675e-02
F0FE0B	2.19780e-02	2.74725e-02
F0FE84	2.20820e-02	1.89274e-02
F0FE88	2.13333e-02	2.40000e-02
F0FEA3	1.17647e-02	4.70588e-02
F0FF46	2.67229e-02	2.67229e-02
F0FF7D	1.21951e-02	3.65854e-02
F0FFA1	0.00000e+00	7.51880e-03
F1002B	2.62172e-02	2.24719e-02
F10030	2.30415e-02	2.30415e-02
F1005D	3.52505e-02	2.22635e-02
F100AC	2.94118e-02	0.00000e+00
F100E9	4.99168e-02	4.15973e-02
F101BD	3.40136e-02	3.62812e-02
F10203	1.34146e-02	1.21951e-02
F10232	8.77193e-03	0.00000e+00
F102D2	4.68750e-02	7.81250e-03
F102FE	1.75439e-02	8.77193e-03
F10333	0.00000e+00	1.36986e-02
F1036A	8.34327e-03	2.02622e-02
F1059B	3.64372e-02	5.46559e-02
F105B1	1.01010e-02	3.03030e-02
F105B7	3.22581e-02	3.54839e-02
F10662	4.05405e-02	5.40541e-02
F106EA	2.06186e-02	2.92096e-02
F10787	0.00000e+00	0.00000e+00
F107EE	1.02740e-02	1.36986e-02
F10818	2.70677e-02	3.60902e-02
F10819	0.00000e+00	1.85185e-02
F10854	0.00000e+00	1.53846e-02
F108B2	9.43396e-03	2.83019e-02
F10915	0.00000e+00	2.39521e-02
F109AE	1.19760e-02	0.00000e+00
F10A12	1.51899e-02	3.79747e-02
F10A24	4.71698e-02	2.83019e-02
F10A59	4.56432e-02	4.56432e-02
F10B5B	1.41458e-02	2.61153e-02
F10BC3	0.00000e+00	2.80899e-02
F10BFE	1.66493e-02	3.22581e-02
F10C24	6.07903e-03	3.03951e-02
F10C5D	0.00000e+00	1.61290e-02
F10C71	1.27389e-02	1.27389e-02
F10CC3	1.63043e-02	3.80435e-02
F10D10	1.91388e-02	1.91388e-02
F10D41	3.92157e-02	1.96078e-02
F10D4E	0.00000e+00	1.55039e-02
F10DC9	2.84091e-02	1.70455e-02
F10DCA	9.47867e-03	4.73934e-03
F10DFC	2.43902e-02	3.25203e-02
F10E58	2.00000e-02	3.00000e-02
F10F55	1.87793e-02	9.38967e-03
F10FCE	0.00000e+00	0.00000e+00
F10FCF	1.61290e-02	2.50896e-02
F11029	1.98171e-02	3.20122e-02
F110CA	9.97506e-03	9.97506e-03
F1112E	2.25225e-02	2.70270e-02
F111AC	1.69492e-02	3.81356e-02
F11233	8.29876e-03	2.90456e-02
F11249	5.50459e-02	1.83486e-02
F112C7	6.08696e-02	6.08696e-02
F11360	1.01695e-02	2.37288e-02
F114D5	0.00000e+00	0.00000e+00
F117BF	1.56740e-02	2.35110e-02
F1181F	1.11421e-02	1.94986e-02
F1182F	1.06667e-02	1.33333e-02
F11861	2.85433e-02	3.34646e-02
F118A8	1.38614e-02	3.76238e-02
F118F9	1.36986e-02	1.36986e-02
F1198E	1.71306e-02	2.24839e-02
F119C3	1.94805e-02	1.29870e-02
F11A35	1.39211e-02	2.08817e-02
F11A39	1.20846e-02	1.20846e-02
F11AAE	1.20482e-02	1.20482e-02
F11B44	1.87110e-02	3.32640e-02
F11B46	2.80665e-02	4.15800e-02
F11B94	2.84168e-02	2.57104e-02
F11BA4	3.03030e-02	3.03030e-02
F11BA6	9.61538e-03	4.80769e-03
F11BC8	9.52381e-03	1.19048e-02
F11C1F	1.78571e-02	3.31633e-02
F11CDA	6.96864e-03	1.04530e-02
F11D56	1.70940e-02	8.54701e-03
F11D91	3.92157e-03	1.96078e-02
F11DC6	2.11640e-02	2.11640e-02
F11DE2	9.96678e-03	1.66113e-02
F11FD4	2.66160e-02	2.66160e-02
F11FE3	1.36054e-02	2.04082e-02
F11FF8	7.55668e-03	2.77078e-02
F12055	1.55039e-02	4.65116e-02
F12096	1.91939e-02	2.49520e-02
F1209C	1.63666e-02	1.47300e-02
F12129	3.77358e-02	3.77358e-02
F1219E	3.10734e-02	1.69492e-02
F122AF	1.98413e-02	2.77778e-02
F122DA	2.31214e-02	2.31214e-02
F123B1	1.39935e-02	2.58342e-02
F123E2	4.22164e-02	7.91557e-03
F1243E	2.65957e-02	3.19149e-02
F124DF	2.77778e-02	4.44444e-02
F1252E	1.61663e-02	2.54042e-02
F125DE	2.63158e-02	5.26316e-02
F12620	5.61798e-03	8.42697e-03
F12647	2.08562e-02	2.74424e-02
F126B6	1.08108e-02	1.08108e-02
F126F4	2.59740e-02	2.59740e-02
F12718	1.23077e-02	3.38462e-02
F1276A	1.18343e-02	1.77515e-02
F127C1	5.15971e-02	7.12531e-02
F127F9	1.72712e-02	3.10881e-02
F12860	1.58730e-02	3.17460e-02
F128B5	3.03030e-02	1.21212e-02
F128F6	2.24215e-02	1.34529e-02
F12926	1.78571e-02	2.14286e-02
F12973	3.33333e-02	8.33333e-02
F129B1	4.16667e-02	1.38889e-02
F12A28	4.10256e-02	1.53846e-02
F12A3E	0.00000e+00	0.00000e+00
F12A41	3.89105e-03	3.89105e-02
F12B15	3.04878e-02	3.04878e-02
F12B17	3.13676e-02	2.38394e-02
F12BA2	1.93798e-02	3.10078e-02
F12BB1	2.04082e-02	4.08163e-02
F12BCD	3.03430e-02	2.90237e-02
F12CF6	2.27273e-02	5.11364e-02
F12E9E	1.33333e-02	3.33333e-02
F12F7D	2.14286e-02	2.28571e-02
F12FAC	2.22805e-02	3.14548e-02
F1310C	2.10356e-02	2.26537e-02
F1314C	1.80723e-02	1.20482e-02
F13214	7.46269e-03	2.53731e-02
F13250	2.39411e-02	1.47330e-02
F132F4	0.00000e+00	0.00000e+00
F13387	1.30435e-02	4.78261e-02
F133B9	1.58228e-02	3.48101e-02
F13417	1.78571e-02	2.11039e-02
F1341A	4.16667e-02	1.78571e-02
F13452	4.34783e-02	0.00000e+00
F134AD	4.10256e-02	0.00000e+00
F134AF	1.65289e-02	1.29870e-02
F1351D	2.03252e-02	3.25203e-02
F135F4	2.32558e-02	1.39535e-02
F13645	2.13270e-02	1.65877e-02
F13749	1.97802e-02	1.97802e-02
F13785	1.66667e-02	3.33333e-02
F137E1	0.00000e+00	0.00000e+00
F13832	1.31148e-02	3.27869e-02
F13885	1.71569e-02	3.43137e-02
F138F8	2.36220e-02	2.36220e-02
F1394F	1.16279e-02	2.32558e-02
F1399F	1.14943e-02	4.59770e-02
F13ADD	2.75862e-02	1.37931e-02
F13B6F	8.08824e-02	8.82353e-02
F13C21	5.88235e-03	2.64706e-02
F13C8B	3.07942e-02	3.24149e-02
F13CB2	1.75439e-02	7.01754e-03
F13D26	1.50602e-02	3.31325e-02
F13D55	1.02389e-02	2.04778e-02
F13DA5	1.73913e-02	3.13043e-02
F13DE0	2.76382e-02	4.77387e-02
F13E4A	2.56410e-02	2.13675e-02
F13E84	2.55009e-02	2.55009e-02
F13E8C	1.62338e-02	1.40693e-02
F13EB1	2.81690e-02	4.22535e-02
F13F47	3.14685e-02	3.67133e-02
F13F5A	2.44755e-02	2.09790e-02
F14013	3.19635e-02	2.73973e-02
F14065	2.77372e-02	1.89781e-02
F14187	7.83290e-03	2.08877e-02
F141AF	2.71003e-02	1.62602e-02
F142A5	2.11640e-02	2.29277e-02
F142B5	2.74390e-02	1.52439e-02
F142CC	8.92857e-03	4.46429e-02
F14344	1.08696e-02	2.44565e-02
F14375	1.41921e-02	1.20087e-02
F143F8	1.13208e-02	1.13208e-02
F14404	2.84091e-02	3.40909e-02
F1463D	2.41546e-02	1.93237e-02
F1464B	1.79283e-02	2.19124e-02
F1468C	4.76190e-02	2.04082e-02
F146A8	1.42248e-02	2.98720e-02
F146BF	5.55556e-02	1.58730e-02
F146FA	1.61290e-02	2.15054e-02
F1482B	5.44554e-02	3.96040e-02
F1484B	5.69948e-02	2.59067e-02
F14899	2.97030e-02	2.97030e-02
F14A7B	1.78571e-02	3.57143e-02
F14AA4	1.76211e-02	1.32159e-02
F14B84	2.06897e-02	2.75862e-02
F14BC7	2.16138e-02	3.60231e-02
F14D46	1.16279e-02	2.32558e-02
F14DE3	1.84502e-02	5.90406e-02
F14E74	3.65297e-02	1.36986e-02
F14E7D	5.10949e-02	4.37956e-02
F14EFB	2.17391e-02	1.70807e-02
F14F31	1.33333e-02	1.33333e-02
F14FA4	2.88462e-02	6.73077e-02
F1500D	3.63636e-02	5.45455e-02
F15013	3.71353e-02	4.77454e-02
F1508C	4.27350e-03	2.13675e-02
F150B5	2.70270e-02	9.00901e-03
F15138	4.11523e-02	3.39506e-02
F15179	2.17391e-02	1.30435e-02
F1517B	3.33333e-02	2.38095e-02
F151BE	3.02083e-02	3.22917e-02
F151DD	7.35294e-03	1.47059e-02
F15216	2.20264e-02	1.32159e-02
F15233	2.30769e-02	0.00000e+00
F15286	1.24481e-02	5.39419e-02
F152EB	1.87266e-02	3.74532e-02
F15416	3.17460e-02	3.17460e-02
F154B8	2.69058e-02	3.13901e-02
F154BA	1.51899e-02	2.78481e-02
F1561F	2.54777e-02	1.27389e-02
F15640	1.67364e-02	1.25523e-02
F15798	3.57143e-02	1.78571e-02
F157ED	1.96078e-02	2.94118e-02
F15878	1.44695e-02	3.21543e-02
F158FA	5.69801e-02	5.69801e-02
F158FD	2.80374e-02	2.80374e-02
F1597C	3.63636e-02	3.03030e-02
F159DE	2.12336e-02	2.83114e-02
F159F2	1.96078e-02	1.96078e-02
F15A18	1.40562e-02	2.00803e-02
F15AE9	8.84956e-03	3.09735e-02
F15AF8	1.68067e-02	5.04202e-02
F15B2C	2.21675e-02	3.69458e-02
F15B3A	3.24544e-02	2.83976e-02
F15B5C	1.51515e-02	1.51515e-02
F15BC4	2.07756e-02	2.63158e-02
F15BE2	1.12360e-02	3.37079e-02
F15D6F	6.08696e-02	2.60870e-02
F15E82	2.39234e-02	4.78469e-03
F15E8E	1.81818e-02	1.03896e-02
F15E8F	1.33333e-02	3.11111e-02
F15EF0	1.84502e-02	1.47601e-02
F15EF5	5.30504e-03	2.38727e-02
F15F3E	1.76730e-02	3.24006e-02
F15FBE	2.05128e-02	2.56410e-02
F16014	3.16456e-03	3.32278e-02
F16063	4.23012e-02	2.03046e-02
F160F9	3.31658e-02	2.81407e-02
F16260	7.51880e-03	9.77444e-02
F162CA	2.53165e-02	1.77215e-02
F16301	1.36674e-02	2.73349e-02
F16360	2.09059e-02	2.09059e-02
F16384	8.37989e-03	2.79330e-02
F163B8	2.52207e-02	2.39596e-02
F163BD	2.59434e-02	1.41509e-02
F16413	2.51256e-02	1.25628e-02
F1641E	4.38596e-02	1.75439e-02
F16441	3.05344e-02	3.05344e-02
F16496	1.06610e-02	1.49254e-02
F1649D	3.35366e-02	2.13415e-02
F16591	2.54042e-02	2.54042e-02
F16601	1.93798e-02	4.65116e-02
F16626	3.03030e-02	2.02020e-02
F1663C	2.61438e-02	1.96078e-02
F16666	1.90896e-02	1.61527e-02
F166AC	1.09890e-02	3.29670e-02
F166B9	1.44928e-02	7.24638e-03
F166F4	3.14465e-02	3.14465e-02
F16709	1.02564e-02	1.53846e-02
F16739	2.84238e-02	1.29199e-02
F16759	3.46535e-02	4.12541e-02
F167B4	1.88679e-02	9.43396e-03
F167F7	1.48148e-02	3.33333e-02
F1685F	2.41287e-02	1.07239e-02
F16873	6.57895e-03	1.31579e-02
F168B1	2.41935e-02	3.22581e-02
F168D2	3.38164e-02	5.79710e-02
F16977	1.99005e-02	2.23881e-02
F1698A	5.07614e-03	3.04569e-02
F169A6	1.01010e-02	1.01010e-02
F169C3	1.17253e-02	2.51256e-02
F16A3D	1.81818e-02	1.81818e-02
F16BCA	0.00000e+00	1.36986e-02
F16BE6	1.02564e-02	2.05128e-02
F16D36	1.56250e-02	3.54167e-02
F16D76	1.53846e-02	1.53846e-02
F16D94	1.87793e-02	2.34742e-02
F16E2A	8.52273e-03	1.98864e-02
F16E30	2.17391e-02	5.43478e-03
F16ED4	2.71318e-02	1.93798e-02
F16F3B	6.61157e-02	5.78512e-02
F16F81	2.17865e-02	3.48584e-02
F16F86	0.00000e+00	3.70370e-02
F17010	1.04167e-02	2.60417e-02
F17029	1.47929e-02	1.47929e-02
F1707F	1.62413e-02	2.55220e-02
F170C1	5.04202e-02	1.68067e-02
F170C7	0.00000e+00	2.06186e-02
F17110	0.00000e+00	7.04225e-03
F17137	1.50376e-02	3.38346e-02
F1716E	0.00000e+00	2.94118e-02
F1718E	5.00000e-02	0.00000e+00
F17203	1.41844e-02	4.25532e-02
F1729E	2.73632e-02	1.99005e-02
F174AC	3.46320e-02	3.03030e-02
F174E1	2.14447e-02	2.82167e-02
F17674	0.00000e+00	5.26316e-03
F176B6	3.42466e-02	6.84932e-03
F176E8	2.52708e-02	1.80505e-02
F17732	1.38249e-02	1.38249e-02
F177BB	2.70270e-02	2.70270e-02
F178E7	1.94175e-02	2.91262e-02
F179A1	1.99203e-02	1.59363e-02
F179C5	1.92308e-02	2.88462e-02
F179E2	2.47525e-02	3.71287e-02
F17A41	3.27869e-02	0.00000e+00
F17B03	1.56250e-02	2.45536e-02
F17B2B	1.97044e-02	1.97044e-02
F17B2C	8.18182e-02	6.36364e-02
F17B5A	1.72414e-02	3.44828e-02
F17BCE	3.31126e-02	1.65563e-02
F17C29	3.16456e-02	2.53165e-02
F17CDB	3.03030e-02	3.36700e-02
F17CE0	1.34680e-02	2.35690e-02
F17D1D	4.30108e-02	1.61290e-02
F17D3B	2.27273e-02	2.27273e-02
F17E26	1.84332e-02	2.30415e-02
F17F6A	1.14416e-02	2.97483e-02
F17F7B	2.25989e-02	3.38983e-02
F17FA4	2.18254e-02	2.77778e-02
F17FFD	8.26446e-03	3.30579e-02
F18057	2.89855e-02	5.79710e-02
F18135	1.53846e-02	3.58974e-02
F18152	1.43027e-02	3.21812e-02
F18153	3.46667e-02	3.73333e-02
F181B0	3.75000e-02	6.25000e-02
F181BC	1.30719e-02	4.57516e-02
F181F6	2.70270e-02	3.15315e-02
F18217	6.62252e-03	2.64901e-02
F18220	3.05677e-02	4.36681e-02
F18262	3.34347e-02	1.82371e-02
F18274	0.00000e+00	1.09890e-02
F182D4	3.72493e-02	3.43840e-02
F182DB	8.77193e-03	8.77193e-03
F182FC	3.96476e-02	2.64317e-02
F183AD	1.92308e-02	0.00000e+00
F183BE	2.01613e-02	2.82258e-02
F18402	1.17647e-02	1.17647e-02
F1844B	5.03145e-02	3.45912e-02
F18548	1.92308e-02	3.84615e-02
F18652	2.27273e-02	2.27273e-02
F1866B	6.86106e-03	2.74443e-02
F186BC	4.74308e-02	4.34783e-02
F18727	2.29226e-02	1.43266e-02
F18736	2.12014e-02	2.82686e-02
F18764	2.89855e-02	3.38164e-02
F187A7	1.36674e-02	1.59453e-02
F187D9	2.39521e-02	1.79641e-02
F1888C	1.39535e-02	1.16279e-02
F188AF	1.43084e-02	3.33863e-02
F18900	9.76290e-03	1.25523e-02
F18936	7.22022e-03	4.33213e-02
F18B27	1.27226e-02	4.07125e-02
F18BD7	1.93548e-02	1.29032e-02
F18C41	3.60577e-02	4.08654e-02
F18C95	1.25786e-02	6.28931e-03
F18D44	8.84956e-03	0.00000e+00
F18D53	2.35294e-02	3.52941e-02
F18D65	0.00000e+00	1.72414e-02
F18D67	3.64964e-03	1.82482e-02
F18D70	1.58730e-02	9.52381e-03
F18D9F	2.44755e-02	1.04895e-02
F18DA8	2.01835e-02	4.77064e-02
F18E91	2.66667e-02	2.00000e-02
F18ECD	8.84956e-03	1.76991e-02
F18ECF	1.57895e-02	3.68421e-02
F18F6A	6.14035e-02	5.26316e-02
F19070	4.63918e-02	2.06186e-02
F190D9	1.21457e-02	2.83401e-02
F1911A	2.00893e-02	2.90179e-02
F19146	2.32558e-02	5.03876e-02
F1918B	2.41158e-02	2.89389e-02
F19196	1.42276e-02	2.43902e-02
F1926C	0.00000e+00	0.00000e+00
F19326	2.66223e-02	3.32779e-02
F193BD	1.13636e-02	1.98864e-02
F19415	1.28205e-02	2.82051e-02
F1945A	2.73438e-02	2.34375e-02
F194B2	3.00546e-02	2.18579e-02
F19555	2.50836e-02	3.51171e-02
F19599	2.33236e-02	2.33236e-02
F1963B	1.66667e-02	0.00000e+00
F196DF	3.51240e-02	3.30579e-02
F19717	3.23625e-02	2.58900e-02
F197CB	4.00000e-02	4.00000e-02
F197D5	2.18281e-02	2.72851e-02
F197DF	7.56430e-03	2.26929e-02
F197E8	1.49254e-02	2.98507e-02
F1983A	4.22297e-02	6.08108e-02
F19849	3.25901e-02	1.71527e-02
F198F1	1.56250e-02	7.81250e-03
F19B03	2.96736e-02	3.26409e-02
F19B94	2.71186e-02	2.03390e-02
F19CC0	6.31579e-02	3.15789e-02
F19CEE	3.66972e-02	3.36391e-02
F19D01	1.91898e-02	2.77186e-02
F19D14	0.00000e+00	7.54717e-02
F19EB7	4.81283e-02	2.13904e-02
F19EEF	2.22222e-02	3.70370e-03
F19F44	2.01342e-02	5.36913e-02
F19F63	5.78035e-03	1.54143e-02
F1A004	1.33983e-02	3.16687e-02
F1A066	1.96937e-02	2.84464e-02
F1A0FD	5.09554e-02	2.54777e-02
