ngram	type2score_1	type2score_2	type2freq_1	type2freq_2	type2p_diff	type2s_diff	type2p_avg	type2s_ref_diff	type2shift_score
intelligence	3.800000e-02	3.800000e-02	7.296592e+00	2.544444e+00	-7.957767e-05	0.000000e+00	3.966893e-04	-4.620000e-01	2.837769e-04
intense	2.790000e-01	2.790000e-01	7.185477e+01	3.619619e+01	7.788015e-04	0.000000e+00	4.687714e-03	-2.210000e-01	-1.328504e-03
intercede	2.340000e-01	2.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.660000e-01	0.000000e+00
interview	1.800000e-01	1.800000e-01	1.548781e+01	7.077778e+00	6.630351e-05	0.000000e+00	9.596239e-04	-3.200000e-01	-1.637685e-04
interviewer	1.720000e-01	1.720000e-01	1.959948e+00	0.000000e+00	-1.172430e-04	0.000000e+00	5.862152e-05	-3.280000e-01	2.968280e-04
intimacy	2.030000e-01	2.030000e-01	1.684129e+00	1.000000e+00	3.952288e-05	0.000000e+00	1.205051e-04	-2.970000e-01	-9.060432e-05
intimately	1.560000e-01	1.560000e-01	1.185616e+00	0.000000e+00	-7.092288e-05	0.000000e+00	3.546144e-05	-3.440000e-01	1.883166e-04
intrigue	1.880000e-01	1.880000e-01	1.490688e+01	1.674242e+00	-6.568811e-04	0.000000e+00	5.632808e-04	-3.120000e-01	1.581923e-03
intruder	8.280000e-01	8.280000e-01	1.856462e+01	5.898485e+00	-2.831654e-04	0.000000e+00	9.689430e-04	3.280000e-01	-7.168988e-04
invade	7.660000e-01	7.660000e-01	8.869069e+00	4.383929e+00	8.437576e-05	0.000000e+00	5.727308e-04	2.660000e-01	1.732380e-04
invader	7.660000e-01	7.660000e-01	1.494046e+00	1.111111e-01	-7.378787e-05	0.000000e+00	5.247911e-05	2.660000e-01	-1.514992e-04
iris	1.600000e-01	1.600000e-01	2.300597e+00	1.213235e-01	-1.206028e-04	0.000000e+00	7.731906e-05	-3.400000e-01	3.165048e-04
jihad	7.660000e-01	7.660000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.660000e-01	0.000000e+00
jobinterview	2.500000e-01	2.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.500000e-01	0.000000e+00
journey	6.200000e-02	6.200000e-02	4.593512e+01	1.095202e+01	-1.211612e-03	0.000000e+00	2.142008e-03	-4.380000e-01	4.096203e-03
jungle	2.190000e-01	2.190000e-01	4.447290e+01	1.275952e+01	-8.706103e-04	0.000000e+00	2.225040e-03	-2.810000e-01	1.888313e-03
kidnap	8.910000e-01	8.910000e-01	2.423002e+01	1.026640e+01	-9.393697e-06	0.000000e+00	1.444729e-03	3.910000e-01	-2.835027e-05
kidnapped	8.280000e-01	8.280000e-01	2.510414e-01	0.000000e+00	-1.501716e-05	0.000000e+00	7.508580e-06	3.280000e-01	-3.801942e-05
kill	9.620000e-01	9.620000e-01	4.964824e+02	3.246759e+02	1.584187e-02	0.000000e+00	3.762024e-02	4.620000e-01	5.649269e-02
killing	9.060000e-01	9.060000e-01	5.783059e+00	2.317778e+00	-2.083272e-05	0.000000e+00	3.355231e-04	4.060000e-01	-6.528537e-05
knot	1.090000e-01	1.090000e-01	2.053433e+00	2.062500e+00	1.664646e-04	0.000000e+00	2.060675e-04	-3.910000e-01	-5.023916e-04
knots	1.880000e-01	1.880000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.120000e-01	0.000000e+00
lace	1.110000e-01	1.110000e-01	7.911018e+00	4.920202e-01	-4.042188e-04	0.000000e+00	2.711234e-04	-3.890000e-01	1.213696e-03
lastminute	2.190000e-01	2.190000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.810000e-01	0.000000e+00
legalized	1.560000e-01	1.560000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.440000e-01	0.000000e+00
leprosy	7.660000e-01	7.660000e-01	1.003009e-03	0.000000e+00	-5.999945e-08	0.000000e+00	2.999973e-08	2.660000e-01	-1.231892e-07
less	1.670000e-01	1.670000e-01	5.917362e+00	3.333333e-01	-3.072178e-04	0.000000e+00	2.003644e-04	-3.330000e-01	7.896498e-04
lethal	8.060000e-01	8.060000e-01	2.198405e+00	3.359048e+00	3.396547e-04	0.000000e+00	3.013347e-04	3.060000e-01	8.022375e-04
lifeless	7.810000e-01	7.810000e-01	6.683917e+00	6.111111e+00	4.573563e-04	0.000000e+00	6.285065e-04	2.810000e-01	9.919845e-04
lines	3.100000e-02	3.100000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.690000e-01	0.000000e+00
locate	9.400000e-02	9.400000e-02	4.367964e+01	7.038269e+00	-1.625659e-03	0.000000e+00	1.800063e-03	-4.060000e-01	5.094473e-03
lonely	1.830000e-01	1.830000e-01	1.552479e+01	4.608730e+00	-2.822338e-04	0.000000e+00	7.875677e-04	-3.170000e-01	6.905770e-04
loyal	9.400000e-02	9.400000e-02	3.042445e+00	9.090909e-02	-1.692459e-04	0.000000e+00	9.737446e-05	-4.060000e-01	5.303812e-04
lynch	7.190000e-01	7.190000e-01	1.527581e-01	0.000000e+00	-9.137908e-06	0.000000e+00	4.568954e-06	2.190000e-01	-1.544667e-05
mafia	7.340000e-01	7.340000e-01	9.322443e+00	0.000000e+00	-5.576635e-04	0.000000e+00	2.788317e-04	2.340000e-01	-1.007238e-03
mage	2.970000e-01	2.970000e-01	9.661623e+00	1.000000e+00	-4.376865e-04	0.000000e+00	3.591098e-04	-2.030000e-01	6.858087e-04
malevolent	7.030000e-01	7.030000e-01	6.330887e-01	0.000000e+00	-3.787102e-05	0.000000e+00	1.893551e-05	2.030000e-01	-5.933991e-05
malignancy	7.420000e-01	7.420000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.420000e-01	0.000000e+00
malignant	7.340000e-01	7.340000e-01	2.650474e-01	2.125000e+00	2.822115e-04	0.000000e+00	1.569607e-04	2.340000e-01	5.097232e-04
maniac	7.810000e-01	7.810000e-01	4.471713e+00	2.000000e-01	-2.394421e-04	0.000000e+00	1.477744e-04	2.810000e-01	-5.193388e-04
manslaughter	8.280000e-01	8.280000e-01	3.759398e-03	0.000000e+00	-2.248852e-07	0.000000e+00	1.124426e-07	3.280000e-01	-5.693490e-07
marry	1.250000e-01	1.250000e-01	4.814315e+01	9.701342e+00	-1.519123e-03	0.000000e+00	2.120336e-03	-3.750000e-01	4.397118e-03
massacre	9.110000e-01	9.110000e-01	2.544404e+00	2.635714e+00	2.174978e-04	0.000000e+00	2.609537e-04	4.110000e-01	6.899863e-04
medical	2.970000e-01	2.970000e-01	1.502937e+01	3.780938e+00	-3.687093e-04	0.000000e+00	7.146938e-04	-2.030000e-01	5.777288e-04
medication	1.560000e-01	1.560000e-01	5.656725e+00	5.000000e-01	-2.682489e-04	0.000000e+00	2.042577e-04	-3.440000e-01	7.122628e-04
melee	7.340000e-01	7.340000e-01	1.390143e+00	1.167832e+00	8.065020e-05	0.000000e+00	1.234827e-04	2.340000e-01	1.456683e-04
mighty	2.030000e-01	2.030000e-01	3.549072e+00	3.333333e-01	-1.655480e-04	0.000000e+00	1.295295e-04	-2.970000e-01	3.795110e-04
miscarriage	7.190000e-01	7.190000e-01	1.308393e+00	0.000000e+00	-7.826733e-05	0.000000e+00	3.913367e-05	2.190000e-01	-1.323026e-04
misery	7.340000e-01	7.340000e-01	2.146607e+00	2.366667e+00	2.035553e-04	0.000000e+00	2.301866e-04	2.340000e-01	3.676565e-04
mislead	2.970000e-01	2.970000e-01	2.686514e-01	0.000000e+00	-1.607058e-05	0.000000e+00	8.035290e-06	-2.030000e-01	2.518091e-05
missile	7.340000e-01	7.340000e-01	1.590804e+01	4.040000e+00	-3.849334e-04	0.000000e+00	7.591437e-04	2.340000e-01	-6.952570e-04
missiles	9.340000e-01	9.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.340000e-01	0.000000e+00
mistaken	2.810000e-01	2.810000e-01	1.783526e+00	8.333333e-02	-9.500066e-05	0.000000e+00	5.918921e-05	-2.190000e-01	1.605886e-04
molestation	8.590000e-01	8.590000e-01	5.672491e-02	0.000000e+00	-3.393253e-06	0.000000e+00	1.696627e-06	3.590000e-01	-9.402744e-06
monster	8.440000e-01	8.440000e-01	1.413381e+02	1.070809e+02	6.565109e-03	0.000000e+00	1.173732e-02	3.440000e-01	1.743188e-02
monstrosity	7.970000e-01	7.970000e-01	1.250174e+00	3.030303e-02	-7.053423e-05	0.000000e+00	3.951762e-05	2.970000e-01	-1.616964e-04
morbidity	8.200000e-01	8.200000e-01	1.298701e-02	0.000000e+00	-7.768761e-07	0.000000e+00	3.884380e-07	3.200000e-01	-1.918870e-06
morgue	8.440000e-01	8.440000e-01	2.842132e-01	4.000000e-02	-1.139082e-05	0.000000e+00	1.130607e-05	3.440000e-01	-3.024525e-05
mortality	7.970000e-01	7.970000e-01	6.546030e-01	1.428571e-01	-1.911991e-05	0.000000e+00	2.959804e-05	2.970000e-01	-4.383149e-05
mortgagor	2.580000e-01	2.580000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.420000e-01	0.000000e+00
mortification	7.190000e-01	7.190000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.190000e-01	0.000000e+00
mortuary	7.500000e-01	7.500000e-01	1.538462e-02	0.000000e+00	-9.202993e-07	0.000000e+00	4.601497e-07	2.500000e-01	-1.775877e-06
mum	7.000000e-02	7.000000e-02	1.116582e+02	3.684762e+01	-1.510844e-03	0.000000e+00	5.923912e-03	-4.300000e-01	5.014551e-03
murder	9.060000e-01	9.060000e-01	4.596173e+01	1.833989e+01	-1.769313e-04	0.000000e+00	2.660940e-03	4.060000e-01	-5.544654e-04
murderer	9.530000e-01	9.530000e-01	9.392063e+00	7.529802e+00	4.943514e-04	0.000000e+00	8.090038e-04	4.530000e-01	1.728533e-03
murderous	9.200000e-01	9.200000e-01	1.265327e+00	3.000000e+00	3.451086e-04	0.000000e+00	2.482454e-04	4.200000e-01	1.118791e-03
mutilation	9.060000e-01	9.060000e-01	4.611067e-02	2.000000e+00	2.777748e-04	0.000000e+00	1.416457e-04	4.060000e-01	8.704880e-04
mutiny	7.340000e-01	7.340000e-01	3.172237e-01	0.000000e+00	-1.897615e-05	0.000000e+00	9.488075e-06	2.340000e-01	-3.427424e-05
needit	1.560000e-01	1.560000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.440000e-01	0.000000e+00
needtoknow	1.730000e-01	1.730000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.270000e-01	0.000000e+00
needtorelax	1.250000e-01	1.250000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.750000e-01	0.000000e+00
neurotic	7.030000e-01	7.030000e-01	3.099010e-01	5.000000e-01	5.159518e-05	0.000000e+00	4.433570e-05	2.030000e-01	8.084423e-05
newcomer	1.410000e-01	1.410000e-01	3.612391e-01	5.000000e-02	-1.459580e-05	0.000000e+00	1.431123e-05	-3.590000e-01	4.044513e-05
newjob	2.660000e-01	2.660000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.340000e-01	0.000000e+00
nightmare	8.280000e-01	8.280000e-01	1.534768e+02	2.866673e+02	3.102894e-02	0.000000e+00	2.469537e-02	3.280000e-01	7.855696e-02
nightmares	7.590000e-01	7.590000e-01	0.000000e+00	1.000000e+00	1.402666e-04	0.000000e+00	7.013329e-05	2.590000e-01	2.804128e-04
noncompliance	2.760000e-01	2.760000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.240000e-01	0.000000e+00
northeast	8.800000e-02	8.800000e-02	1.810916e+00	4.000000e-01	-5.222136e-05	0.000000e+00	8.221731e-05	-4.120000e-01	1.660693e-04
notoriety	1.090000e-01	1.090000e-01	1.785714e-02	0.000000e+00	-1.068205e-06	0.000000e+00	5.341023e-07	-3.910000e-01	3.223852e-06
notready	2.810000e-01	2.810000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.190000e-01	0.000000e+00
nurture	7.800000e-02	7.800000e-02	2.311013e+00	0.000000e+00	-1.382435e-04	0.000000e+00	6.912176e-05	-4.220000e-01	4.502991e-04
obey	1.600000e-02	1.600000e-02	6.011761e+00	1.333333e+00	-1.725982e-04	0.000000e+00	2.733212e-04	-4.840000e-01	6.448007e-04
obliging	2.500000e-01	2.500000e-01	1.421521e-02	0.000000e+00	-8.503463e-07	0.000000e+00	4.251732e-07	-2.500000e-01	1.640891e-06
obliterate	7.660000e-01	7.660000e-01	1.690997e+00	2.145833e+00	1.998341e-04	0.000000e+00	2.010716e-04	2.660000e-01	4.102940e-04
obliterated	8.000000e-01	8.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e-01	0.000000e+00
obliteration	7.500000e-01	7.500000e-01	1.923077e-02	0.000000e+00	-1.150374e-06	0.000000e+00	5.751871e-07	2.500000e-01	-2.219847e-06
ohshit	7.660000e-01	7.660000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.660000e-01	0.000000e+00
oncoming	2.810000e-01	2.810000e-01	4.533502e+00	3.750000e-01	-2.185916e-04	0.000000e+00	1.618958e-04	-2.190000e-01	3.695060e-04
opera	5.700000e-02	5.700000e-02	3.905147e+00	1.250000e+00	-5.827053e-05	0.000000e+00	2.044685e-04	-4.430000e-01	1.992492e-04
operation	2.660000e-01	2.660000e-01	1.115918e+01	4.400433e+00	-5.030218e-05	0.000000e+00	6.423847e-04	-2.340000e-01	9.085452e-05
overcome	2.030000e-01	2.030000e-01	1.936690e+01	7.783939e+00	-6.669103e-05	0.000000e+00	1.125172e-03	-2.970000e-01	1.528860e-04
overcoming	1.880000e-01	1.880000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.120000e-01	0.000000e+00
overdrive	2.340000e-01	2.340000e-01	1.619668e+00	0.000000e+00	-9.688766e-05	0.000000e+00	4.844383e-05	-2.660000e-01	1.989271e-04
overslept	2.260000e-01	2.260000e-01	3.727387e+00	0.000000e+00	-2.229703e-04	0.000000e+00	1.114851e-04	-2.740000e-01	4.715648e-04
overthinker	1.530000e-01	1.530000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.470000e-01	0.000000e+00
overtired	2.180000e-01	2.180000e-01	5.632639e-03	0.000000e+00	-3.369414e-07	0.000000e+00	1.684707e-07	-2.820000e-01	7.334108e-07
owing	1.880000e-01	1.880000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.120000e-01	0.000000e+00
painful	8.440000e-01	8.440000e-01	2.241682e+01	1.476157e+01	7.295929e-04	0.000000e+00	1.705758e-03	3.440000e-01	1.937238e-03
panic	7.500000e-01	7.500000e-01	1.539453e+02	1.074478e+02	5.862405e-03	0.000000e+00	1.214013e-02	2.500000e-01	1.131253e-02
panicattack	7.740000e-01	7.740000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.740000e-01	0.000000e+00
panicked	8.440000e-01	8.440000e-01	5.589298e+00	6.870988e+00	6.294212e-04	0.000000e+00	6.490594e-04	3.440000e-01	1.671259e-03
panicking	7.080000e-01	7.080000e-01	5.206120e-01	0.000000e+00	-3.114272e-05	0.000000e+00	1.557136e-05	2.080000e-01	-4.999929e-05
parade	6.200000e-02	6.200000e-02	1.212677e+01	3.702814e+00	-2.060357e-04	0.000000e+00	6.223988e-04	-4.380000e-01	6.965630e-04
paralysis	7.340000e-01	7.340000e-01	9.783609e+01	4.768985e+01	8.367897e-04	0.000000e+00	6.270897e-03	2.340000e-01	1.511388e-03
paralyze	8.280000e-01	8.280000e-01	1.569944e+01	1.095570e+01	5.975867e-04	0.000000e+00	1.237926e-03	3.280000e-01	1.512929e-03
paralyzed	8.590000e-01	8.590000e-01	1.034114e+01	5.055195e+00	9.047360e-05	0.000000e+00	6.638381e-04	3.590000e-01	2.507034e-04
peril	8.590000e-01	8.590000e-01	1.066613e+00	0.000000e+00	-6.380421e-05	0.000000e+00	3.190211e-05	3.590000e-01	-1.768022e-04
perish	7.840000e-01	7.840000e-01	3.871220e-01	2.400000e-01	1.050655e-05	0.000000e+00	2.841070e-05	2.840000e-01	2.303150e-05
persecution	7.970000e-01	7.970000e-01	2.620826e-01	0.000000e+00	-1.567764e-05	0.000000e+00	7.838820e-06	2.970000e-01	-3.594024e-05
petrified	8.440000e-01	8.440000e-01	3.255366e+00	1.000000e+00	-5.446766e-05	0.000000e+00	1.675004e-04	3.440000e-01	-1.446242e-04
pharmacy	1.230000e-01	1.230000e-01	5.677756e+00	1.142857e+00	-1.793356e-04	0.000000e+00	2.499725e-04	-3.770000e-01	5.218572e-04
phew	2.030000e-01	2.030000e-01	1.229899e+00	2.566667e-01	-3.757013e-05	0.000000e+00	5.478682e-05	-2.970000e-01	8.612773e-05
phobia	7.190000e-01	7.190000e-01	3.102594e+00	2.083333e-01	-1.563733e-04	0.000000e+00	1.074088e-04	2.190000e-01	-2.643325e-04
picket	2.500000e-01	2.500000e-01	3.300423e+00	5.000000e-01	-1.272962e-04	0.000000e+00	1.337814e-04	-2.500000e-01	2.456402e-04
pinion	2.340000e-01	2.340000e-01	3.710575e-03	0.000000e+00	-2.219646e-07	0.000000e+00	1.109823e-07	-2.660000e-01	4.557317e-07
plague	7.030000e-01	7.030000e-01	5.595366e+00	5.564733e+00	4.458343e-04	0.000000e+00	5.576289e-04	2.030000e-01	6.985755e-04
planes	2.740000e-01	2.740000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.260000e-01	0.000000e+00
poise	9.400000e-02	9.400000e-02	5.927631e-01	1.041667e+00	1.106522e-04	0.000000e+00	9.078489e-05	-4.060000e-01	-3.467609e-04
poison	7.970000e-01	7.970000e-01	1.552047e+01	3.957576e+00	-3.733108e-04	0.000000e+00	7.417710e-04	2.970000e-01	-8.557971e-04
poisoned	8.860000e-01	8.860000e-01	3.333333e-01	0.000000e+00	-1.993982e-05	0.000000e+00	9.969909e-06	3.860000e-01	-5.940902e-05
poisonous	8.120000e-01	8.120000e-01	2.905582e+00	9.166667e-01	-4.523265e-05	0.000000e+00	1.511940e-04	3.120000e-01	-1.089308e-04
policeman	1.210000e-01	1.210000e-01	1.077101e+01	1.666667e+00	-4.105383e-04	0.000000e+00	4.390468e-04	-3.790000e-01	1.200983e-03
posse	2.660000e-01	2.660000e-01	2.822899e+00	1.050000e+00	-2.158437e-05	0.000000e+00	1.580721e-04	-2.340000e-01	3.898514e-05
pray	1.090000e-01	1.090000e-01	2.311195e+01	1.114548e+01	1.807938e-04	0.000000e+00	1.472941e-03	-3.910000e-01	-5.456374e-04
praying	4.700000e-02	4.700000e-02	1.428571e-01	0.000000e+00	-8.545637e-06	0.000000e+00	4.272818e-06	-4.530000e-01	2.988041e-05
prevent	1.250000e-01	1.250000e-01	2.949408e+01	1.238258e+01	-2.745830e-05	0.000000e+00	1.750591e-03	-3.750000e-01	7.947834e-05
prey	7.030000e-01	7.030000e-01	1.684610e+00	6.750000e-01	-6.092499e-06	0.000000e+00	9.772619e-05	2.030000e-01	-9.546306e-06
problem	2.660000e-01	2.660000e-01	2.014480e+02	4.352666e+01	-5.945174e-03	0.000000e+00	9.077922e-03	-2.340000e-01	1.073802e-02
prognosis	2.170000e-01	2.170000e-01	0.000000e+00	2.000000e+00	2.805331e-04	0.000000e+00	1.402666e-04	-2.830000e-01	-6.127940e-04
projectiles	7.500000e-01	7.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.500000e-01	0.000000e+00
psychiatrist	2.340000e-01	2.340000e-01	4.196347e+00	5.151515e-01	-1.787646e-04	0.000000e+00	1.616409e-04	-2.660000e-01	3.670347e-04
psychosis	7.030000e-01	7.030000e-01	1.397059e-01	0.000000e+00	-8.357130e-06	0.000000e+00	4.178565e-06	2.030000e-01	-1.309475e-05
ptsd	7.500000e-01	7.500000e-01	5.263158e-02	5.882353e-02	5.102582e-06	0.000000e+00	5.699684e-06	2.500000e-01	9.846319e-06
quail	2.030000e-01	2.030000e-01	2.777572e-01	0.000000e+00	-1.661528e-05	0.000000e+00	8.307642e-06	-2.970000e-01	3.808975e-05
quake	8.120000e-01	8.120000e-01	2.748274e+00	5.909091e-01	-8.151548e-05	0.000000e+00	1.236425e-04	3.120000e-01	-1.963083e-04
raccoon	1.270000e-01	1.270000e-01	1.810282e+00	6.666667e-02	-9.893896e-05	0.000000e+00	5.882058e-05	-3.730000e-01	2.848525e-04
rampage	7.810000e-01	7.810000e-01	5.080293e+00	2.205159e+00	5.409722e-06	0.000000e+00	3.066052e-04	2.810000e-01	1.173343e-05
rape	8.700000e-01	8.700000e-01	1.045806e+01	6.565357e+00	2.953045e-04	0.000000e+00	7.732479e-04	3.700000e-01	8.433652e-04
rascal	2.500000e-01	2.500000e-01	1.266234e-01	0.000000e+00	-7.574542e-06	0.000000e+00	3.787271e-06	-2.500000e-01	1.461639e-05
rating	2.500000e-01	2.500000e-01	6.172264e+00	1.916667e+00	-1.003772e-04	0.000000e+00	3.190329e-04	-2.500000e-01	1.936952e-04
rationality	1.410000e-01	1.410000e-01	3.079897e-01	0.000000e+00	-1.842378e-05	0.000000e+00	9.211888e-06	-3.590000e-01	5.105249e-05
react	2.500000e-01	2.500000e-01	4.111915e+01	1.644537e+01	-1.529898e-04	0.000000e+00	2.383230e-03	-2.500000e-01	2.952205e-04
readytogo	1.720000e-01	1.720000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.280000e-01	0.000000e+00
recesses	2.030000e-01	2.030000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.970000e-01	0.000000e+00
regiment	2.660000e-01	2.660000e-01	3.878012e-01	0.000000e+00	-2.319806e-05	0.000000e+00	1.159903e-05	-2.340000e-01	4.189974e-05
regulatory	1.720000e-01	1.720000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.280000e-01	0.000000e+00
rekindle	2.340000e-01	2.340000e-01	6.309999e-01	0.000000e+00	-3.774607e-05	0.000000e+00	1.887303e-05	-2.660000e-01	7.749920e-05
reluctant	2.970000e-01	2.970000e-01	1.103434e+01	2.166667e+00	-3.561571e-04	0.000000e+00	4.819895e-04	-2.030000e-01	5.580608e-04
remains	2.810000e-01	2.810000e-01	8.024072e-03	1.000000e+00	1.397866e-04	0.000000e+00	7.037328e-05	-2.190000e-01	-2.362944e-04
repent	2.500000e-01	2.500000e-01	1.073689e-01	1.333333e+00	1.805993e-04	0.000000e+00	9.672243e-05	-2.500000e-01	-3.484978e-04
reprisal	7.660000e-01	7.660000e-01	4.878049e-03	0.000000e+00	-2.918022e-07	0.000000e+00	1.459011e-07	2.660000e-01	-5.991204e-07
restless	2.040000e-01	2.040000e-01	5.573277e+00	1.392157e+00	-1.381173e-04	0.000000e+00	2.643317e-04	-2.960000e-01	3.155613e-04
retirement	1.560000e-01	1.560000e-01	1.666081e+00	0.000000e+00	-9.966403e-05	0.000000e+00	4.983202e-05	-3.440000e-01	2.646310e-04
revelations	2.190000e-01	2.190000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.810000e-01	0.000000e+00
riot	7.660000e-01	7.660000e-01	4.874978e+00	2.160256e+00	1.139321e-05	0.000000e+00	2.973152e-04	2.660000e-01	2.339223e-05
riotous	7.500000e-01	7.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.500000e-01	0.000000e+00
robbery	8.000000e-01	8.000000e-01	3.140473e+00	1.861111e+00	7.319027e-05	0.000000e+00	2.244565e-04	3.000000e-01	1.694800e-04
rod	1.720000e-01	1.720000e-01	8.182674e+00	4.229545e+00	1.037808e-04	0.000000e+00	5.413735e-04	-3.280000e-01	-2.627450e-04
romance	3.100000e-02	3.100000e-02	5.680734e+00	1.071429e+00	-1.895328e-04	0.000000e+00	2.450520e-04	-4.690000e-01	6.861215e-04
ruin	7.250000e-01	7.250000e-01	5.752235e+01	1.670899e+01	-1.097243e-03	0.000000e+00	2.892334e-03	2.250000e-01	-1.905589e-03
rule	1.880000e-01	1.880000e-01	4.582503e+01	9.124585e+00	-1.461354e-03	0.000000e+00	2.010551e-03	-3.120000e-01	3.519281e-03
run	2.500000e-01	2.500000e-01	2.260854e+03	9.356102e+02	-4.008221e-03	0.000000e+00	1.332389e-01	-2.500000e-01	7.734558e-03
rupture	7.060000e-01	7.060000e-01	8.635543e-01	0.000000e+00	-5.165735e-05	0.000000e+00	2.582867e-05	2.060000e-01	-8.213782e-05
rush	2.810000e-01	2.810000e-01	1.583665e+02	6.093415e+01	-9.263718e-04	0.000000e+00	9.010210e-03	-2.190000e-01	1.565934e-03
rushing	2.330000e-01	2.330000e-01	4.019243e+00	1.000000e+00	-1.001623e-04	0.000000e+00	1.903477e-04	-2.670000e-01	2.064237e-04
sabotage	7.030000e-01	7.030000e-01	3.434343e+00	3.000000e+00	2.153592e-04	0.000000e+00	3.131201e-04	2.030000e-01	3.374452e-04
sag	1.230000e-01	1.230000e-01	7.294841e-01	1.000000e+00	9.662923e-05	0.000000e+00	9.195196e-05	-3.770000e-01	-2.811860e-04
savage	8.140000e-01	8.140000e-01	1.450364e+00	2.027778e+00	1.976695e-04	0.000000e+00	1.855947e-04	3.140000e-01	4.790856e-04
savagery	8.750000e-01	8.750000e-01	4.878049e-03	0.000000e+00	-2.918022e-07	0.000000e+00	1.459011e-07	3.750000e-01	-8.446246e-07
scaffold	2.340000e-01	2.340000e-01	3.848030e-01	0.000000e+00	-2.301871e-05	0.000000e+00	1.150935e-05	-2.660000e-01	4.726138e-05
scapegoat	2.500000e-01	2.500000e-01	8.367328e-02	0.000000e+00	-5.005290e-06	0.000000e+00	2.502645e-06	-2.500000e-01	9.658576e-06
scare	8.440000e-01	8.440000e-01	3.475343e+01	2.636107e+01	1.618645e-03	0.000000e+00	2.888254e-03	3.440000e-01	4.297877e-03
scared	7.340000e-01	7.340000e-01	3.019048e+02	2.030309e+02	1.041866e-02	0.000000e+00	2.326911e-02	2.340000e-01	1.881792e-02
scariest	8.440000e-01	8.440000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.440000e-01	0.000000e+00
scary	7.660000e-01	7.660000e-01	1.210130e+02	1.206552e+02	9.684954e-03	0.000000e+00	1.208141e-02	2.660000e-01	1.988488e-02
schizophrenia	7.030000e-01	7.030000e-01	1.221860e+00	0.000000e+00	-7.309099e-05	0.000000e+00	3.654550e-05	2.030000e-01	-1.145259e-04
scream	7.190000e-01	7.190000e-01	2.729266e+02	2.789565e+02	2.280196e-02	0.000000e+00	2.772730e-02	2.190000e-01	3.854429e-02
screaming	7.810000e-01	7.810000e-01	3.892460e+00	4.773449e+00	4.367105e-04	0.000000e+00	4.512001e-04	2.810000e-01	9.472045e-04
seizure	7.190000e-01	7.190000e-01	4.168517e+00	3.226190e+00	2.031683e-04	0.000000e+00	3.509425e-04	2.190000e-01	3.434345e-04
sentence	2.660000e-01	2.660000e-01	2.918007e+01	6.735000e+00	-8.008403e-04	0.000000e+00	1.345116e-03	-2.340000e-01	1.446457e-03
